detector,modality,call_id,slice,scenario,label,transcript,score,pred,outcome,T,I,F,E,XM,V,cold,warmth,n_words,density,p1,band,decision
hf(frozen),text,synth_hb_193,synth-hard-benign,관공서,0,아 네 그 부분은 이해했어요 예 한번 볼게요 본인 인증만 한 번 하시면 조회돼요 아 예 반갑습니다 예예 듣고 있어요 잠시만요 방문 안 하셔도 처리되는 건이라 편하세요 네 맞아요 그러셨어요 그러시군요 네 주민센터 민원 상담입니다 필요하시면 안내문 메일로 보내드릴게요 네 괜찮아요 네 여보세요 저도 그렇게 생각했어요 저도 그렇게 생각했어요 예 한번 볼게요 음 그러네요 아 그런 일이 있으셨구나 네 괜찮아요 네 여보세요 그러시군요 아 그런 일이 있으셨구나 아 네 그 부분은 이해했어요 천천히 얘기해 주셔도 돼요 네 괜찮아요 네 여보세요 아 그런 일이 있으셨구나 네 맞아요 음 그러네요 음 그러네요 아 그렇죠 천천히 얘기해 주셔도 돼요 네 여보세요 저도 그렇게 생각했어요 음 그러네요 네 맞아요 음 그러네요 그러시군요 아 예 알겠어요 그러셨어요 아 예 알겠어요 예예 듣고 있어요 아 그렇죠 아 그렇죠 저도 그렇게 생각했어요 저도 그렇게 생각했어요 아 네 그 부분은 이해했어요 예예 듣고 있어요 그러셨어요 아 예 반갑습니다 그렇게 하는 게 좋겠네요 아 그렇죠 그럼요 당연하죠 아 그런 일이 있으셨구나 예 계속 얘기하셔도 돼요 아 예 시간 괜찮아요 저도 그렇게 생각했어요 아 그렇죠 잠시만요 그러시군요 그렇게 하는 게 좋겠네요 그렇게 하는 게 좋겠네요 그렇게 하는 게 좋겠네요 아 예 시간 괜찮아요 아 그렇죠 음 그러네요 그러시군요 예예 듣고 있어요 잠시만요 그럼요 당연하죠 그럼요 당연하죠 그렇게 하는 게 좋겠네요 예예 듣고 있어요 잠시만요 예 계속 얘기하셔도 돼요 아 예 알겠어요 네 맞아요 예 계속 얘기하셔도 돼요 음 그러네요 저도 그렇게 생각했어요 아 예 시간 괜찮아요 네 괜찮아요 그러셨어요 그럼요 당연하죠 예예 듣고 있어요 네 여보세요 그러셨어요 그러셨어요 그러셨어요 그렇게 하는 게 좋겠네요 그러시군요 아 예 시간 괜찮아요 네 맞아요 네 맞아요 그러셨어요 그러시군요 네 여보세요 그럼요 당연하죠 아 예 반갑습니다 그럼요 당연하죠 그러셨어요 네 맞아요 네 여보세요 예 계속 얘기하셔도 돼요 아 예 시간 괜찮아요 그러시군요 예 한번 볼게요 예 한번 볼게요 아 네 그 부분은 이해했어요 아 예 반갑습니다 네 여보세요 예 계속 얘기하셔도 돼요 그렇게 하는 게 좋겠네요 그러셨어요,0.9993,1,FP,0,0,0,0,0,0,0,0,302,0.66,,,
hf(frozen),text,fssaud_36511,easy-harm,,1,매겠습니다 olha고 오는 Gos novo 뉴욕 선一定대로 입고uliflower 알고 희라계 때문에 grandi tied enm결로 이전진 전 도전 네 좋은 부 ju think會가 없고 고� wealthy가 둘하고 형이 왜 그렇게 난urytez 예 선생님이렇게 hockey 그거 푸세요 많이 보기 애치금을 바라 보시는데 그런 입안고가 그냥 치료를 해야 되나요? 아니 꾹이니 왜 치료를 할 수 있으니까 꾹이니 피곤 다 대신 부분을 꾹이니 저희가 틀리 했다 되게 예쁘다고 하시는데 네 그렇죠 너무 감사한데 지금 돈이 없는데 못해 지자라 지자 지자 지자 지자 지자 지자 지자 상당히 시리즈 너무 큰 거 있거든요 한 번만 좀 바라보시고 연락시시면 안 되실까요 그렇죠 이끼러 오는 네 지금 어떻게 할 수 없어요 네ura 그거를 치료를 해야 되나요 Turn 30rows을 하� protagon이 정말 Feels화 너무 아까운 논의 dolphins잖아요 그거까지 아까운 떼 hätte 그 모양의 부분도도 genau 19시간���je simplicitycribe 제가 눈에서 타피는 거잖아요 그냥.. Perquè RPG는 쏟아오면 제가 II junto woke고 그냥 Dex II 포기 하는 거를 그렇게 하지 마 안 할 수 있을 것 같은데 zaj도 뭐aley 형사님 지금 manne하고있었aryn지 않다고요? 너 무주장인 재메� Berkeley ba이의 재메� claps 배가에서 민망했습니다 현허이 추석program 그래서 제가 그런 걸리가 있을 수 있으면 참 좋겠습니다. 다른 사람 손상에 들어가서 막 던 빼고 그랬으면 좋겠습니다. 그거를 상당히 쉬는 것 같아요. 원수는 우리 이제 뺀 뺀 수는 모르신다고 얘기해. 그거를 또 이제 풀려면 또 싫은 것도 거의 다 아예. 아이고 그냥 그런 품은 되는 시간에 얼마 안 걸리어요. 그거를 몇 분 한 ten minutes 더 거의 다 아예. 아니요. 30분이 나오는데 저 지금 네시예요. 그러니까요. 네시가 안으로 연락길인가 봐. 아니. 아까라도 그렇기 때문에. 가도 계신다고 했는데. 안 돼 거 가냐. 고객님 앞으로 지금 다시 명정도 제가 이 끈 햇빛이고 나아저 고객님 쓴 거를 넣어라오시니까. 내가 이 끈 시도는 했잖아요. 끈 시도 안 한 건 아니세요. 저 오늘 또 한 명이시만 너무 고요. 지금 얼마 또 꼬질 고객님 비용을 부담 하실 수 있을게요. 지금 시간에 가고 있어요. 또는 30만원 가고 나 오히려 오히려. 그러니까요. 그래서.,0.6177,1,TP,0,0,0,0,0,0,0,0,308,3.25,,,
hf(frozen),text,synth_hh_64,synth-hard-harm,기관사칭,1,네 여보세요 그러시군요 아 그렇죠 아 네 그 부분은 이해했어요 저도 그렇게 생각했어요 시간 지나면 저도 손 못 쓰니까 얼른 하는 게 나아요 공공기관 확인 부서에서 연락드렸는데요 그러셨어요 그럼요 당연하죠 고객님 명단에 이상한 게 하나 올라와 있더라고요 걱정 마시고 저만 믿고 따라오시면 돼요 네 괜찮아요 아 그런 일이 있으셨구나 아 그렇죠 아 예 반갑습니다 그러셨어요 아 예 반갑습니다 잠시만요 잠시만요 아 그런 일이 있으셨구나 잠시만요 그러셨어요 그럼요 당연하죠 음 그러네요 아 예 반갑습니다 아 예 시간 괜찮아요 네 여보세요 그럼요 당연하죠 아 네 그 부분은 이해했어요 아 그런 일이 있으셨구나 네 괜찮아요 예 계속 얘기하셔도 돼요 네 여보세요 네 여보세요 그럼요 당연하죠 예 한번 볼게요 아 예 시간 괜찮아요 네 괜찮아요 잠시만요 잠시만요 잠시만요 네 괜찮아요 네 괜찮아요 그러셨어요 네 괜찮아요 아 예 반갑습니다 네 맞아요 네 괜찮아요 아 예 알겠어요 그러시군요 예예 듣고 있어요 아 예 시간 괜찮아요 네 여보세요 저도 그렇게 생각했어요 그러셨어요 그럼요 당연하죠 천천히 얘기해 주셔도 돼요 예예 듣고 있어요 음 그러네요 그러시군요 아 예 시간 괜찮아요 아 그런 일이 있으셨구나 아 네 그 부분은 이해했어요 그러시군요,0.9992,1,TP,0,0,0,0,0,0,0,0,171,0.0,,,
hf(frozen),text,fssaud_36564,easy-harm,,1,"네. 뭐라고요? 제 잘못 들어가지 못합니다. 서울, 서울중앙지검이고요. 네. 한단 검색사팀 김진석 수상환입니다. 네. 다름이 아니라 본인과 관련된 사건이 접수가 돼서 확인찰락되었는데 통화 안 하세요. 네. 본인 혹시 서울 출신입니다. 네. 간접 출신 남성이고요. 네. 서울 출신 37세 남성 김강호를 알고 계십니까? 네. 김강호요? 김강호. 아니요. 몰라요. 전혀 모르세요? 네. 저희가 김강호에 대해서 여쭤본 이유는 얼마전 저희 직업에서 김강호를 직업으로 한 금류검제사이라는 검거였습니다. 네. 학원회의장에서 대포통장과 보안카드랍스하는 과정에서 고딩장위로 된 제1은행과 내심증권CMA 계좌가 발견한 데서 확인찰락을 드린 거고요. 네. 저희가 각 금융권을 확인해본 결과 2017년 4월에 서울시서초구에서 새로 계살된 계좌로 확인을 했어요. 몇 달 며칠이요? 2017년 4월입니다. 2017년 4월이요? 네. 네. 본인께서 심규계설에 관련해 알고 계시는 사실이십니까? 아니요. 본인께서 계산하신 사실이 없으세요? 네. 일단 저희가 몇 개의 멜랏드린 전단적인 이유는 확인검수. 직접 계좌를 개설해서 통장을 양도하신 가담여미가 있는 건지 한면 개인정보위출이나 이런 부분으로 인해서 금융범죄 피해를 입으신 건지 확인찰락을 드린 거예요. 네. 일단 이번 사건은 본인품만이 아니라 전국 수구로 약 200명가량 연료 가 되어 있는 답단입니다. 이제는 개인정보위출로 인해서 피해를 보신 분들도 계시고 면력분들은 대가성의 작업을 받고 통장을 판매하거나 양도하신 분들이 계셨어요. 네. 본인께서 타인에게 통장을 판매하거나 양도하신 사실이 있습니까? 아니요. 전 없으세요? 네. 일단 부터 현장에서 본인미역의 계좌를 발견되다 보니 본인께서 피해자 입증을 받으셔야 하는 상황이에요. 발견된 계좌가 본인과는 직관적으로 연관이 없다는 부분이 입증되지 않습니다. 네. 지금부터 통화 내용은 전반적인 녹취 상태로 진행될 거예요. 네. 녹취가 될 거예요. 본인께서 피해자 입증 받는데 직모자를 로제치로 될 겁니다. 네. 그럼 본인 돌리아에 녹취 진행해도 되겠습니까? 네. 본인 확인 부터 다시 한번 할게요. 통화자 보는 소환이 맞습니까? 네. 맞으세요? 아니요. 아니요. 아니요. 아닙니까? 네.",0.9993,1,TP,0,0,0,0,0,0,0,0,252,3.17,,,
hf(frozen),text,emotion_dialog_00913,easy-benign,,0,[AI-Hub transcript redacted — rebuild per docs/DATA_ACCESS.md],0.0005,0,TN,0,0,0,0,0,0,0,0,353,0.0,,,
hf(frozen),text,synth_hb_188,synth-hard-benign,통신,0,고객님 통신 요금 상담센터입니다 아 네 그 부분은 이해했어요 그럼요 당연하죠 수수료 부담 없는 요금제로 안내해 드릴게요 결정은 편하실 때 하셔도 됩니다 그러셨어요 그럼요 당연하죠 제가 자세히 설명드릴 테니 편하게 들으세요 그러시군요 아 예 반갑습니다 아 그런 일이 있으셨구나 예 계속 얘기하셔도 돼요 아 예 시간 괜찮아요 잠시만요 음 그러네요 아 그런 일이 있으셨구나 천천히 얘기해 주셔도 돼요 그럼요 당연하죠 저도 그렇게 생각했어요 네 여보세요 아 예 반갑습니다 아 그렇죠 저도 그렇게 생각했어요 네 여보세요 천천히 얘기해 주셔도 돼요 음 그러네요 예 한번 볼게요 예 한번 볼게요 아 그렇죠 예예 듣고 있어요 네 괜찮아요 예예 듣고 있어요 아 예 알겠어요 아 그런 일이 있으셨구나 음 그러네요 예 계속 얘기하셔도 돼요 아 예 반갑습니다 그러시군요 네 여보세요 예예 듣고 있어요 천천히 얘기해 주셔도 돼요 천천히 얘기해 주셔도 돼요 저도 그렇게 생각했어요 아 예 알겠어요 네 맞아요 아 예 시간 괜찮아요 저도 그렇게 생각했어요 그럼요 당연하죠 그렇게 하는 게 좋겠네요 아 그렇죠 그렇게 하는 게 좋겠네요 아 그런 일이 있으셨구나 아 예 시간 괜찮아요 그러셨어요 그러셨어요 네 괜찮아요 예 계속 얘기하셔도 돼요 아 예 시간 괜찮아요 저도 그렇게 생각했어요 네 맞아요 잠시만요 잠시만요 천천히 얘기해 주셔도 돼요 아 예 반갑습니다,0.9992,1,FP,0,0,0,0,0,0,0,0,188,0.53,,,
hf(frozen),text,synth_hh_68,synth-hard-harm,대출사칭,1,그러셨어요 낮은 금리로 갈아탈 수 있는 좋은 건이 하나 나와서요 이 조건은 자리가 몇 개 안 남아서 서두르시는 게 좋아요 고객님 조건이면 한도가 꽤 높게 잡히시더라고요 제가 끝까지 챙겨드릴 테니까 편하게 맡기세요 네 맞아요 네 괜찮아요 그러시군요 그럼요 당연하죠 아 네 그 부분은 이해했어요 잠시만요 네 여보세요 아 그렇죠 아 예 반갑습니다 아 그런 일이 있으셨구나 저도 그렇게 생각했어요 아 네 그 부분은 이해했어요 네 괜찮아요 예예 듣고 있어요 아 예 시간 괜찮아요 음 그러네요 저도 그렇게 생각했어요 아 예 반갑습니다 음 그러네요 그렇게 하는 게 좋겠네요 예 계속 얘기하셔도 돼요 네 맞아요 네 여보세요 아 그런 일이 있으셨구나 아 네 그 부분은 이해했어요 아 그렇죠 그러시군요 그러셨어요 아 네 그 부분은 이해했어요 예 한번 볼게요 그러시군요 아 예 알겠어요 아 예 알겠어요 네 여보세요 그러셨어요 아 예 반갑습니다 예 계속 얘기하셔도 돼요 아 네 그 부분은 이해했어요 저도 그렇게 생각했어요 예예 듣고 있어요 잠시만요 네 여보세요 그러셨어요 음 그러네요 아 예 시간 괜찮아요 그러셨어요 아 그런 일이 있으셨구나 네 맞아요 아 네 그 부분은 이해했어요 천천히 얘기해 주셔도 돼요 아 예 시간 괜찮아요 아 예 알겠어요 아 그런 일이 있으셨구나 예 한번 볼게요 그러시군요 그러셨어요 천천히 얘기해 주셔도 돼요 네 괜찮아요 네 괜찮아요 네 괜찮아요 잠시만요 예 한번 볼게요 그렇게 하는 게 좋겠네요 네 여보세요 천천히 얘기해 주셔도 돼요 저도 그렇게 생각했어요 잠시만요 예 계속 얘기하셔도 돼요 아 예 시간 괜찮아요 그럼요 당연하죠 잠시만요 그렇게 하는 게 좋겠네요 잠시만요 네 여보세요 아 예 반갑습니다 예 한번 볼게요 네 맞아요 예 한번 볼게요 그렇게 하는 게 좋겠네요 아 네 그 부분은 이해했어요 아 예 반갑습니다,0.9992,1,TP,0,0,0,0,0,0,0,0,255,0.0,,,
hf(frozen),text,synth_hb_155,synth-hard-benign,병원,0,건강검진 예약 도와드리는 상담원입니다 그러셨어요 아 예 시간 괜찮아요 네 여보세요 아 예 시간 괜찮아요 추가 검사는 원하실 때 잡으시면 돼요 아 예 알겠어요 결과는 등기로 보내드리니 안심하세요 예약 변경은 편하실 때 연락 주세요 그렇게 하는 게 좋겠네요 그러시군요 저도 그렇게 생각했어요 저도 그렇게 생각했어요 아 그렇죠 예 계속 얘기하셔도 돼요 예 한번 볼게요 천천히 얘기해 주셔도 돼요 음 그러네요 아 네 그 부분은 이해했어요 그러시군요 예 계속 얘기하셔도 돼요 그러시군요 예 계속 얘기하셔도 돼요 그렇게 하는 게 좋겠네요 예 한번 볼게요 네 여보세요 예예 듣고 있어요 아 예 시간 괜찮아요 예 한번 볼게요 잠시만요 네 괜찮아요 아 그렇죠 예 한번 볼게요 아 그렇죠 아 그런 일이 있으셨구나 네 여보세요 아 예 알겠어요 천천히 얘기해 주셔도 돼요 아 예 알겠어요 네 맞아요 네 여보세요 잠시만요 아 그렇죠 그러셨어요 잠시만요 천천히 얘기해 주셔도 돼요 네 여보세요 아 예 알겠어요 예 한번 볼게요 아 예 반갑습니다 아 예 시간 괜찮아요 아 예 알겠어요 아 예 시간 괜찮아요 아 예 시간 괜찮아요 천천히 얘기해 주셔도 돼요 아 네 그 부분은 이해했어요 네 여보세요 예 한번 볼게요 예 계속 얘기하셔도 돼요 그럼요 당연하죠 아 그렇죠 아 네 그 부분은 이해했어요 음 그러네요 네 여보세요 아 그런 일이 있으셨구나 예 계속 얘기하셔도 돼요 네 여보세요 그럼요 당연하죠 예예 듣고 있어요 네 여보세요 아 그렇죠,0.9992,1,FP,0,0,0,0,0,0,0,0,209,0.48,,,
hf(frozen),text,synth_hb_92,synth-hard-benign,증권,0,계좌 개설은 비대면으로도 가능하세요 본인 인증 절차만 마치시면 진행돼요 예 계속 얘기하셔도 돼요 수수료는 이번 이벤트로 면제되세요 투자 상담은 예약제로 도와드려요 아 예 알겠어요 아 예 알겠어요 그렇게 하는 게 좋겠네요 그렇게 하는 게 좋겠네요 네 맞아요 아 예 알겠어요 네 맞아요 음 그러네요 아 예 알겠어요 천천히 얘기해 주셔도 돼요 아 예 알겠어요 그러셨어요 아 네 그 부분은 이해했어요 아 예 알겠어요 아 예 반갑습니다 아 예 시간 괜찮아요 그렇게 하는 게 좋겠네요 예 한번 볼게요 아 예 반갑습니다 그러시군요 네 괜찮아요 네 괜찮아요 아 네 그 부분은 이해했어요 아 그런 일이 있으셨구나 그러시군요 아 예 알겠어요 네 괜찮아요 아 예 알겠어요 아 예 알겠어요 아 예 반갑습니다 예 계속 얘기하셔도 돼요 천천히 얘기해 주셔도 돼요 저도 그렇게 생각했어요 네 맞아요 아 예 반갑습니다 아 그렇죠 저도 그렇게 생각했어요 잠시만요 저도 그렇게 생각했어요 예 한번 볼게요 잠시만요 네 괜찮아요 천천히 얘기해 주셔도 돼요 그러셨어요 그렇게 하는 게 좋겠네요 네 맞아요 예예 듣고 있어요 네 괜찮아요 네 여보세요 그러시군요 아 예 반갑습니다 네 맞아요 예 계속 얘기하셔도 돼요 네 여보세요 아 예 반갑습니다 예 한번 볼게요 음 그러네요 천천히 얘기해 주셔도 돼요 네 괜찮아요 그러시군요 네 맞아요 저도 그렇게 생각했어요 네 여보세요 아 예 시간 괜찮아요 천천히 얘기해 주셔도 돼요 네 괜찮아요 음 그러네요 아 네 그 부분은 이해했어요 잠시만요 네 괜찮아요,0.9992,1,FP,0,0,0,0,0,0,0,0,212,1.89,,,
hf(frozen),text,emotion_dialog_00197,easy-benign,,0,[AI-Hub transcript redacted — rebuild per docs/DATA_ACCESS.md],0.0005,0,TN,0,0,0,0,0,0,0,0,220,0.0,,,
hf(frozen),text,fssaud_36648,easy-harm,,1,"홍 다우기 네요 palate Baby 문� Gaussian 시장의 발색이 흐려져 있는 vacording Machine-중 unseren reconstruct입니다. 기본적인 배우는 참 However, 우리는 소리대러ž기도 합니다. 위론으로 대한 위론으로 전징한 일단 저희� 쪽 생인 작은 자체나 2.3百만 원이시고요. 금리 8.8%를 적은 되셔서 5년, 상황 동안 납과 세대를 월이자 원금이자 포함하신 금액은요. 47만 5천 입에 13만이 샀는데요. 지금 요구 등익�悲신계 조금 있으셔서요. 최대 밴바람으로 수영하시는 것이에요. 금리 연팔천 팔풀은 동일하시고요. 납과시는 금액을 원금이자 포함하셔서 50,5만 7.8%을 오십파라니지요. 네, 네, 이거는 견종사양 없으신 거죠. 안 내 바들신 거랑 네, 그러시고요. 일단 개인정보호기입니다. 감사드리고요. 선생님, 지금 송관식은 조금 무려지다 보니까 제가 예약 송북건으로 좀 잡아 드릴 거예요. 예약 송금까지 받아보실 수 있는 시간에 90부터 20시까지이신데요. 여기는 송벌은 지금 다섯 번째서 6번째이신데 혹시나 만약에 오늘 중으로 송금을 못 받아보실 경우에는 네, 5전 9시에서 10 반 사이로 송금 제실 거예요. 만약에 혹시나 오늘 진행이 좀 불가능하셨다고 하셔도 이 부분은 양해를 좀 부탁드리고 네, 5전에 바로 자금 수영하신 대신은 부분이시거든요. 네, 이 부분을 제가 많이 그런 데 또 통화를 해드리더라고요. 네, 5전 중에선 담당자라 통화 한 번 더 하시고요. 그 다음에 자금 수영 바로 하신 대신. 네, 제가 하나가 거의 만들어진 거죠. 그렇죠. 그런데, 그렇시는데, 혹시나 하는 상황이 대빌레서 말씀을 드리는 거고 직원이 남아 있어도 전선상이 다 처벌이면 저희는 손수생률 방법이 없다보니까 그 부분을 야기를 좀 해주시면 되시고요. 지금 전 더 설명이 안 되신다고 담당통이 되셨네요. 저는 전당선한 같은 경우에는 담당에서 통화해서 자금 수영하시면서 녹시전으로 진행도 될 거니까 네, 그 부분은 내일 오전에 담당자라 녹시전화 하시면 되시고요. 네, 혹시 궁금하신 상황 있으신가요? 혹시 괜찮으신 분들, 예아지차를 해놓은 거잖아요. 그렇죠. 지금부터 이제 야성금을 걸어드린 거고요. 손금 예약성금 대신을 시간을 15살 20살이 되시고요. 네, 알겠습니다. 네, 네. 네, 고생 많으셨고요. 담당해도 진짜 많이... 그러니까에... 고객님께서 위로 많이 위로 좀 부탁드립니다. 그리고 사랑해 받으셨다고 하면 안 하고 싶어요. 아, 그러세요. 지금 그 정도 대신에는 바팡게 하셔서 이렇게 다... 인년도 만들어서 가시는 게 좋을 것 같아요. 정말 좋은데요. 네, 그러시니까요. 한당사, 연락 드리라고 하시니까요. 고객님께서 안 내 다지셨다고 말씀 드려주세요. 지금 감사드도 세금도 안 하고 계속 기다리고 있거든요. 네, 알겠습니다. 네, 고생 많으셨습니다. 네, 감사합니다. 김고은이었습니다.",0.9874,1,TP,0,0,0,0,0,0,0,0,332,5.12,,,
hf(frozen),text,emotion_dialog_00667,easy-benign,,0,[AI-Hub transcript redacted — rebuild per docs/DATA_ACCESS.md],0.0004,0,TN,0,0,0,0,0,0,0,0,196,0.51,,,
hf(frozen),text,synth_hb_43,synth-hard-benign,관공서,0,아 그런 일이 있으셨구나 처리 기간은 보통 이삼일 정도 걸려요 그러시군요 그렇게 하는 게 좋겠네요 아 예 시간 괜찮아요 방문 안 하셔도 처리되는 건이라 편하세요 아 예 시간 괜찮아요 아 그렇죠 필요하시면 안내문 메일로 보내드릴게요 저도 그렇게 생각했어요 서류는 온라인으로도 발급 가능하세요 아 예 알겠어요 그럼요 당연하죠 그러셨어요 아 예 시간 괜찮아요 네 여보세요 그러셨어요 그러시군요 예 계속 얘기하셔도 돼요 아 그렇죠 아 네 그 부분은 이해했어요 아 예 시간 괜찮아요 예 계속 얘기하셔도 돼요 천천히 얘기해 주셔도 돼요 아 그렇죠 음 그러네요 아 그런 일이 있으셨구나 그러시군요 음 그러네요 아 네 그 부분은 이해했어요 잠시만요 예예 듣고 있어요 저도 그렇게 생각했어요 아 그렇죠 음 그러네요 그러셨어요 네 맞아요 그러시군요 저도 그렇게 생각했어요 그러셨어요 네 괜찮아요 아 예 알겠어요 예예 듣고 있어요 천천히 얘기해 주셔도 돼요 천천히 얘기해 주셔도 돼요 네 맞아요 아 예 반갑습니다 예예 듣고 있어요 네 맞아요 그러시군요 그러시군요 아 그런 일이 있으셨구나 예예 듣고 있어요 음 그러네요 잠시만요 그러셨어요 아 네 그 부분은 이해했어요 예 계속 얘기하셔도 돼요 천천히 얘기해 주셔도 돼요 아 그런 일이 있으셨구나 네 맞아요 아 그런 일이 있으셨구나 아 예 반갑습니다 네 괜찮아요 예 한번 볼게요 아 예 반갑습니다 그러셨어요 네 괜찮아요,0.9992,1,FP,0,0,0,0,0,0,0,0,190,1.05,,,
hf(frozen),text,synth_hh_121,synth-hard-harm,환급사칭,1,복잡한 건 제가 다 해드릴 테니 걱정 마세요 제가 도와드리면 오래 안 걸리고 받으실 수 있어요 고객님 돌려받으실 게 하나 남아 있어서 연락드렸어요 아 예 반갑습니다 화면에 뜨는 그 숫자만 불러주시면 금방 넣어드려요 네 여보세요 예 계속 얘기하셔도 돼요 그러시군요 네 맞아요 그러셨어요 아 예 시간 괜찮아요 아 예 시간 괜찮아요 아 그런 일이 있으셨구나 아 예 알겠어요 그럼요 당연하죠 네 여보세요 예 한번 볼게요 그러시군요 아 예 반갑습니다 천천히 얘기해 주셔도 돼요 네 맞아요 천천히 얘기해 주셔도 돼요 예 한번 볼게요 잠시만요 그럼요 당연하죠 아 예 시간 괜찮아요 아 예 반갑습니다 아 예 반갑습니다 그렇게 하는 게 좋겠네요 음 그러네요 예 한번 볼게요 아 그렇죠 저도 그렇게 생각했어요 네 맞아요 네 맞아요 그러셨어요 천천히 얘기해 주셔도 돼요 예 계속 얘기하셔도 돼요 아 네 그 부분은 이해했어요 아 예 알겠어요 그러셨어요 예예 듣고 있어요 아 그런 일이 있으셨구나 예 한번 볼게요 잠시만요 잠시만요 예예 듣고 있어요 예예 듣고 있어요 그러셨어요 예예 듣고 있어요 아 예 알겠어요 네 맞아요 저도 그렇게 생각했어요 아 예 시간 괜찮아요 예 계속 얘기하셔도 돼요 아 네 그 부분은 이해했어요 그러셨어요 네 맞아요 네 맞아요 음 그러네요 예 한번 볼게요 아 그렇죠 아 예 반갑습니다 그러셨어요 그렇게 하는 게 좋겠네요 예 계속 얘기하셔도 돼요 아 예 알겠어요 그러시군요 아 그런 일이 있으셨구나 그렇게 하는 게 좋겠네요 예예 듣고 있어요 그러셨어요 아 예 시간 괜찮아요 예 계속 얘기하셔도 돼요 아 네 그 부분은 이해했어요 아 예 반갑습니다 아 그렇죠 그러시군요 그러시군요 그러셨어요 그러시군요 네 괜찮아요 잠시만요 아 그렇죠 아 예 반갑습니다 천천히 얘기해 주셔도 돼요 아 예 시간 괜찮아요 잠시만요 그렇게 하는 게 좋겠네요 그럼요 당연하죠 예예 듣고 있어요 그러시군요 예예 듣고 있어요 그러시군요 예예 듣고 있어요 예 한번 볼게요 예 계속 얘기하셔도 돼요 그렇게 하는 게 좋겠네요,0.9993,1,TP,0,0,0,0,0,0,0,0,281,0.0,,,
hf(frozen),text,synth_hh_124,synth-hard-harm,투자리딩,1,음 그러네요 천천히 얘기해 주셔도 돼요 자리가 얼마 안 남아서 서두르시는 게 좋아요 고객님만 조용히 진행하시면 문제없어요 이번 건은 거의 확실하게 재미 보실 수 있어요 네 괜찮아요 아 네 그 부분은 이해했어요 예예 듣고 있어요 그럼요 당연하죠 아 예 알겠어요 좋은 자리 하나 들어와서 고객님께 먼저 안내드려요 네 맞아요 천천히 얘기해 주셔도 돼요 네 맞아요 네 괜찮아요 아 네 그 부분은 이해했어요 아 예 반갑습니다 아 예 시간 괜찮아요 예예 듣고 있어요 네 여보세요 아 예 반갑습니다 음 그러네요 예 한번 볼게요 잠시만요 그럼요 당연하죠 아 그렇죠 예 한번 볼게요 천천히 얘기해 주셔도 돼요 아 예 알겠어요 아 예 알겠어요 아 그렇죠 네 괜찮아요 그럼요 당연하죠 예예 듣고 있어요 예 계속 얘기하셔도 돼요 아 예 시간 괜찮아요 네 괜찮아요 예 한번 볼게요 아 예 시간 괜찮아요 그러셨어요 예예 듣고 있어요 잠시만요 아 네 그 부분은 이해했어요 예 계속 얘기하셔도 돼요 네 맞아요 그러시군요 예예 듣고 있어요 예예 듣고 있어요 네 괜찮아요 네 괜찮아요 그럼요 당연하죠 네 여보세요 음 그러네요 천천히 얘기해 주셔도 돼요 아 예 반갑습니다 예예 듣고 있어요 그러시군요 그러셨어요 아 그런 일이 있으셨구나 네 여보세요 잠시만요 예예 듣고 있어요 천천히 얘기해 주셔도 돼요 그렇게 하는 게 좋겠네요 그럼요 당연하죠 아 예 반갑습니다 저도 그렇게 생각했어요 그럼요 당연하죠 아 예 시간 괜찮아요 예 한번 볼게요 아 네 그 부분은 이해했어요 아 예 시간 괜찮아요 음 그러네요 아 그런 일이 있으셨구나 그럼요 당연하죠 잠시만요 그렇게 하는 게 좋겠네요 네 여보세요 아 예 시간 괜찮아요 네 여보세요 아 그렇죠 잠시만요 잠시만요 아 그렇죠 아 예 알겠어요 네 맞아요 그러셨어요 저도 그렇게 생각했어요 그러시군요 그러시군요 그러시군요,0.9992,1,TP,0,0,0,0,0,0,0,0,254,0.0,,,
