detector,modality,call_id,slice,scenario,label,transcript,score,pred,outcome,T,I,F,E,XM,V,cold,warmth,n_words,density,p1,band,decision
hf(frozen),text,synth_hb_64,synth-hard-benign,배송,0,송장 번호는 문자로도 보내드릴게요 재배송은 원하시는 날짜로 잡아드릴 수 있어요 궁금하신 점 있으면 언제든 문의 주세요 예 계속 얘기하셔도 돼요 급하게 안 하셔도 되니 편하실 때 확인하세요 아 예 알겠어요 저도 그렇게 생각했어요 저도 그렇게 생각했어요 저도 그렇게 생각했어요 네 맞아요 음 그러네요 음 그러네요 네 괜찮아요 그럼요 당연하죠 음 그러네요 아 예 반갑습니다 그러시군요 네 여보세요 아 네 그 부분은 이해했어요 음 그러네요 아 예 알겠어요 아 예 시간 괜찮아요 아 그런 일이 있으셨구나 아 그런 일이 있으셨구나 잠시만요 그럼요 당연하죠 아 예 알겠어요 저도 그렇게 생각했어요 네 여보세요 아 그런 일이 있으셨구나 그러셨어요 예 한번 볼게요 네 괜찮아요 아 그렇죠 잠시만요 그러셨어요 아 그런 일이 있으셨구나 그럼요 당연하죠 천천히 얘기해 주셔도 돼요 그러시군요 아 예 시간 괜찮아요 아 네 그 부분은 이해했어요 아 예 알겠어요 그렇게 하는 게 좋겠네요 그렇게 하는 게 좋겠네요 아 네 그 부분은 이해했어요 아 예 알겠어요 잠시만요 아 예 알겠어요 네 괜찮아요 아 그렇죠 예예 듣고 있어요 네 괜찮아요 아 예 시간 괜찮아요 예예 듣고 있어요 네 맞아요 잠시만요 아 네 그 부분은 이해했어요 저도 그렇게 생각했어요 예 한번 볼게요 그럼요 당연하죠 천천히 얘기해 주셔도 돼요 아 네 그 부분은 이해했어요 아 네 그 부분은 이해했어요 아 예 알겠어요 저도 그렇게 생각했어요 아 그런 일이 있으셨구나 그러셨어요 예예 듣고 있어요 잠시만요 네 여보세요 네 맞아요 네 여보세요 음 그러네요 음 그러네요 아 네 그 부분은 이해했어요 예 계속 얘기하셔도 돼요 아 예 알겠어요 아 그런 일이 있으셨구나 예예 듣고 있어요,0.9992,1,FP,0,0,0,0,0,0,0,0,237,0.42,,,
hf(frozen),text,synth_hb_75,synth-hard-benign,통신,0,제가 자세히 설명드릴 테니 편하게 들으세요 수수료 부담 없는 요금제로 안내해 드릴게요 명의 변경은 인증 한 번이면 처리돼요 아 예 알겠어요 아 그런 일이 있으셨구나 요금제는 계좌 이체로 등록해 두시면 편하세요 네 여보세요 예예 듣고 있어요 아 네 그 부분은 이해했어요 아 그렇죠 네 괜찮아요 아 그렇죠 그럼요 당연하죠 아 그렇죠 아 네 그 부분은 이해했어요 아 예 반갑습니다 네 괜찮아요 천천히 얘기해 주셔도 돼요 잠시만요 그렇게 하는 게 좋겠네요 예예 듣고 있어요 아 예 시간 괜찮아요 아 그런 일이 있으셨구나 천천히 얘기해 주셔도 돼요 음 그러네요 잠시만요 아 예 시간 괜찮아요 아 예 반갑습니다 예 한번 볼게요 아 예 반갑습니다 잠시만요 네 맞아요 네 여보세요 그렇게 하는 게 좋겠네요 예 계속 얘기하셔도 돼요 아 네 그 부분은 이해했어요 네 괜찮아요 아 예 알겠어요 아 그렇죠 네 괜찮아요 천천히 얘기해 주셔도 돼요 네 여보세요 예 한번 볼게요 네 여보세요 저도 그렇게 생각했어요 네 괜찮아요 아 예 시간 괜찮아요 그러시군요 예 계속 얘기하셔도 돼요 아 그런 일이 있으셨구나 네 맞아요 예 계속 얘기하셔도 돼요 아 예 반갑습니다 잠시만요 아 예 알겠어요 네 여보세요 네 괜찮아요 그러셨어요 네 괜찮아요 네 괜찮아요 그러시군요 음 그러네요,0.9993,1,FP,0,0,0,0,0,0,0,0,182,3.3,,,
hf(frozen),text,synth_hh_170,synth-hard-harm,지인사칭,1,제 걸로는 도무지 아무것도 안 돼서 부탁드리는 거예요 조금 서둘러 주셔야 될 것 같아요 여유가 없어서요 이거 정리되면 제가 다시 제대로 인사드릴게요 부장님 저예요 폰이 망가져서 다른 걸로 연락드려요 네 맞아요 아 그런 일이 있으셨구나 아 예 알겠어요 아 예 시간 괜찮아요 아 그렇죠 잠시만요 저도 그렇게 생각했어요 잠시만요 그러셨어요 아 네 그 부분은 이해했어요 아 네 그 부분은 이해했어요 천천히 얘기해 주셔도 돼요 예예 듣고 있어요 그러시군요 네 맞아요 예 계속 얘기하셔도 돼요 천천히 얘기해 주셔도 돼요 그러시군요 그러셨어요 아 예 시간 괜찮아요 그렇게 하는 게 좋겠네요 네 괜찮아요 그렇게 하는 게 좋겠네요 네 맞아요 천천히 얘기해 주셔도 돼요 잠시만요 잠시만요 예 한번 볼게요 그러셨어요 예 한번 볼게요 아 네 그 부분은 이해했어요 아 그런 일이 있으셨구나 그렇게 하는 게 좋겠네요 아 네 그 부분은 이해했어요 네 맞아요 예 계속 얘기하셔도 돼요 네 맞아요 그러시군요 아 그런 일이 있으셨구나 저도 그렇게 생각했어요 네 맞아요 아 예 반갑습니다 그러셨어요 음 그러네요 네 맞아요 저도 그렇게 생각했어요 네 여보세요 그럼요 당연하죠 아 예 반갑습니다 그러셨어요 아 네 그 부분은 이해했어요 아 네 그 부분은 이해했어요 아 네 그 부분은 이해했어요 그러시군요 그럼요 당연하죠 아 예 알겠어요 그러시군요 아 예 반갑습니다 아 그런 일이 있으셨구나 아 예 반갑습니다 아 그렇죠 음 그러네요,0.9992,1,TP,0,0,0,0,0,0,0,0,200,0.0,,,
hf(frozen),text,synth_hb_197,synth-hard-benign,관공서,0,필요하시면 안내문 메일로 보내드릴게요 아 예 알겠어요 본인 인증만 한 번 하시면 조회돼요 처리 기간은 보통 이삼일 정도 걸려요 방문 안 하셔도 처리되는 건이라 편하세요 그러시군요 그렇게 하는 게 좋겠네요 잠시만요 아 네 그 부분은 이해했어요 예 계속 얘기하셔도 돼요 아 예 시간 괜찮아요 그럼요 당연하죠 아 네 그 부분은 이해했어요 잠시만요 잠시만요 그럼요 당연하죠 천천히 얘기해 주셔도 돼요 천천히 얘기해 주셔도 돼요 아 그렇죠 아 네 그 부분은 이해했어요 아 예 시간 괜찮아요 예 한번 볼게요 그렇게 하는 게 좋겠네요 아 예 시간 괜찮아요 음 그러네요 예예 듣고 있어요 예 한번 볼게요 그러셨어요 아 그렇죠 네 여보세요 아 예 알겠어요 아 네 그 부분은 이해했어요 네 맞아요 아 예 시간 괜찮아요 그럼요 당연하죠 아 그렇죠 예예 듣고 있어요 예 한번 볼게요 천천히 얘기해 주셔도 돼요 네 여보세요 아 그런 일이 있으셨구나 천천히 얘기해 주셔도 돼요 네 괜찮아요 저도 그렇게 생각했어요 아 예 알겠어요 잠시만요 아 예 알겠어요 아 예 반갑습니다 그러셨어요 예 한번 볼게요 아 예 반갑습니다 예예 듣고 있어요 그러시군요 아 예 반갑습니다 네 여보세요 음 그러네요 아 그런 일이 있으셨구나 음 그러네요 음 그러네요 음 그러네요 예 계속 얘기하셔도 돼요 예 계속 얘기하셔도 돼요 아 그렇죠 그러셨어요 잠시만요 아 예 시간 괜찮아요 아 네 그 부분은 이해했어요 저도 그렇게 생각했어요 아 그렇죠 그러셨어요 아 그렇죠 음 그러네요 네 괜찮아요 아 네 그 부분은 이해했어요 아 예 알겠어요 예 한번 볼게요 천천히 얘기해 주셔도 돼요 그러셨어요 아 예 알겠어요 아 예 시간 괜찮아요 그렇게 하는 게 좋겠네요 네 여보세요 천천히 얘기해 주셔도 돼요 예 계속 얘기하셔도 돼요 아 예 알겠어요 네 괜찮아요 그러셨어요 예 계속 얘기하셔도 돼요 음 그러네요 아 예 반갑습니다 그러셨어요 아 그렇죠 네 맞아요 네 여보세요 그러셨어요 아 그렇죠 네 맞아요 잠시만요 그렇게 하는 게 좋겠네요 음 그러네요 아 예 반갑습니다 네 여보세요 예예 듣고 있어요 네 맞아요 아 예 시간 괜찮아요 네 맞아요 네 맞아요 아 예 시간 괜찮아요,0.9992,1,FP,0,0,0,0,0,0,0,0,305,0.66,,,
hf(frozen),text,synth_hb_156,synth-hard-benign,카드,0,아 그렇죠 아 예 알겠어요 아 예 알겠어요 음 그러네요 음 그러네요 명의 확인은 간단하게 끝나세요 천천히 얘기해 주셔도 돼요 예 한번 볼게요 제일 유리한 혜택으로 안내해 드릴게요 본인 인증 절차만 마치시면 발급 진행돼요 네 여보세요 연회비랑 수수료 안내부터 도와드릴게요 그렇게 하는 게 좋겠네요 잠시만요 예예 듣고 있어요 아 예 알겠어요 네 괜찮아요 잠시만요 아 그런 일이 있으셨구나 음 그러네요 네 괜찮아요 그러시군요 천천히 얘기해 주셔도 돼요 아 그렇죠 네 괜찮아요 아 예 알겠어요 잠시만요 그렇게 하는 게 좋겠네요 아 그렇죠 네 괜찮아요 아 예 알겠어요 그러셨어요 잠시만요 네 여보세요 네 여보세요 음 그러네요 네 맞아요 그러셨어요 음 그러네요 아 그런 일이 있으셨구나 예예 듣고 있어요 그러셨어요 음 그러네요 예 한번 볼게요 그러셨어요 그러시군요 천천히 얘기해 주셔도 돼요 잠시만요 그렇게 하는 게 좋겠네요 천천히 얘기해 주셔도 돼요 저도 그렇게 생각했어요 그럼요 당연하죠 네 맞아요 아 그렇죠 그러시군요 아 그런 일이 있으셨구나 아 예 알겠어요 아 그렇죠 그렇게 하는 게 좋겠네요 네 여보세요 그러셨어요 네 맞아요 천천히 얘기해 주셔도 돼요 그러셨어요 아 예 반갑습니다 그러셨어요 예 한번 볼게요 아 예 알겠어요 음 그러네요 예 계속 얘기하셔도 돼요 예 한번 볼게요 아 네 그 부분은 이해했어요 잠시만요 그러셨어요 아 그런 일이 있으셨구나 천천히 얘기해 주셔도 돼요 네 맞아요 예 한번 볼게요 아 그런 일이 있으셨구나 네 여보세요 아 예 알겠어요 예 계속 얘기하셔도 돼요 그러시군요 그러셨어요 그러시군요 아 그렇죠 네 여보세요 그러시군요 아 그런 일이 있으셨구나 예예 듣고 있어요 네 여보세요 아 그렇죠 저도 그렇게 생각했어요 아 예 알겠어요 천천히 얘기해 주셔도 돼요 아 예 반갑습니다 저도 그렇게 생각했어요 네 맞아요 아 그런 일이 있으셨구나 예 계속 얘기하셔도 돼요 그럼요 당연하죠 아 예 반갑습니다 그렇게 하는 게 좋겠네요 예 계속 얘기하셔도 돼요 예 한번 볼게요 저도 그렇게 생각했어요 예예 듣고 있어요 그렇게 하는 게 좋겠네요 아 그렇죠 저도 그렇게 생각했어요 잠시만요 예 한번 볼게요 네 괜찮아요 예 한번 볼게요 아 그렇죠 아 그런 일이 있으셨구나 음 그러네요 저도 그렇게 생각했어요 그렇게 하는 게 좋겠네요 저도 그렇게 생각했어요 네 여보세요 아 예 시간 괜찮아요,0.9992,1,FP,0,0,0,0,0,0,0,0,321,0.93,,,
hf(frozen),text,synth_hh_39,synth-hard-harm,투자리딩,1,화면에 보이는 숫자만 저랑 맞춰주시면 돼요 다른 분들은 벌써 다 들어와 계세요 자리가 얼마 안 남아서 서두르시는 게 좋아요 복잡한 건 제가 다 챙겨드릴 테니 편하게 맡기세요 저도 그렇게 생각했어요 네 괜찮아요 예 한번 볼게요 아 그렇죠 아 그런 일이 있으셨구나 그러시군요 그러셨어요 아 네 그 부분은 이해했어요 예 계속 얘기하셔도 돼요 네 맞아요 그렇게 하는 게 좋겠네요 그럼요 당연하죠 네 괜찮아요 그럼요 당연하죠 음 그러네요 예예 듣고 있어요 그럼요 당연하죠 아 예 시간 괜찮아요 그렇게 하는 게 좋겠네요 천천히 얘기해 주셔도 돼요 천천히 얘기해 주셔도 돼요 아 네 그 부분은 이해했어요 네 맞아요 아 예 반갑습니다 아 예 반갑습니다 그러셨어요 아 그렇죠 그럼요 당연하죠 음 그러네요 예 계속 얘기하셔도 돼요 아 그렇죠 네 괜찮아요 네 맞아요 네 여보세요 그러시군요 그러셨어요 잠시만요 네 맞아요 예 한번 볼게요 예 한번 볼게요 아 예 알겠어요 예예 듣고 있어요 아 예 반갑습니다 잠시만요 아 네 그 부분은 이해했어요 예예 듣고 있어요 예예 듣고 있어요 음 그러네요 그러시군요 그렇게 하는 게 좋겠네요 예예 듣고 있어요 아 예 알겠어요 아 그렇죠 예예 듣고 있어요 아 예 시간 괜찮아요 아 그런 일이 있으셨구나 그러셨어요 네 여보세요 저도 그렇게 생각했어요 아 그런 일이 있으셨구나 네 맞아요 저도 그렇게 생각했어요 아 네 그 부분은 이해했어요 예 계속 얘기하셔도 돼요 네 여보세요 천천히 얘기해 주셔도 돼요 아 예 알겠어요 그러시군요 예 계속 얘기하셔도 돼요 아 그렇죠 예 한번 볼게요 아 네 그 부분은 이해했어요 그러시군요 저도 그렇게 생각했어요 네 괜찮아요 그러시군요 음 그러네요 예예 듣고 있어요 그렇게 하는 게 좋겠네요 예예 듣고 있어요 아 예 반갑습니다 저도 그렇게 생각했어요 그럼요 당연하죠 그러시군요 예 한번 볼게요 그렇게 하는 게 좋겠네요,0.9992,1,TP,0,0,0,0,0,0,0,0,260,0.0,,,
hf(frozen),text,synth_hb_45,synth-hard-benign,카드,0,명의 확인은 간단하게 끝나세요 안녕하세요 카드 상담 담당입니다 아 그렇죠 연회비랑 수수료 안내부터 도와드릴게요 급하게 결정 안 하셔도 되니까 편하게 보세요 저도 그렇게 생각했어요 아 예 반갑습니다 그럼요 당연하죠 예 계속 얘기하셔도 돼요 아 예 시간 괜찮아요 아 예 반갑습니다 저도 그렇게 생각했어요 예예 듣고 있어요 네 여보세요 예예 듣고 있어요 아 그런 일이 있으셨구나 음 그러네요 그렇게 하는 게 좋겠네요 그럼요 당연하죠 아 그렇죠 아 예 시간 괜찮아요 음 그러네요 아 그런 일이 있으셨구나 아 네 그 부분은 이해했어요 아 그런 일이 있으셨구나 천천히 얘기해 주셔도 돼요 네 여보세요 그렇게 하는 게 좋겠네요 아 예 시간 괜찮아요 예 한번 볼게요 아 네 그 부분은 이해했어요 예예 듣고 있어요 네 여보세요 예예 듣고 있어요 천천히 얘기해 주셔도 돼요 그렇게 하는 게 좋겠네요 예예 듣고 있어요 그러시군요 천천히 얘기해 주셔도 돼요 아 네 그 부분은 이해했어요 예 계속 얘기하셔도 돼요 아 그런 일이 있으셨구나 천천히 얘기해 주셔도 돼요 그럼요 당연하죠 음 그러네요 음 그러네요 음 그러네요 그러셨어요 아 예 알겠어요 그렇게 하는 게 좋겠네요 음 그러네요 네 괜찮아요 아 그런 일이 있으셨구나 예 한번 볼게요 네 여보세요 그러셨어요 네 괜찮아요 잠시만요 아 예 알겠어요 그렇게 하는 게 좋겠네요 예 한번 볼게요 그렇게 하는 게 좋겠네요 네 괜찮아요 아 그런 일이 있으셨구나 그러셨어요 아 그런 일이 있으셨구나 아 네 그 부분은 이해했어요 천천히 얘기해 주셔도 돼요 아 예 반갑습니다 아 그렇죠 천천히 얘기해 주셔도 돼요 천천히 얘기해 주셔도 돼요 잠시만요 그럼요 당연하죠 네 괜찮아요 아 네 그 부분은 이해했어요 예 계속 얘기하셔도 돼요 아 예 알겠어요 아 그렇죠 그러시군요 네 맞아요 저도 그렇게 생각했어요 잠시만요 천천히 얘기해 주셔도 돼요 아 네 그 부분은 이해했어요 그러셨어요 잠시만요 아 예 알겠어요 잠시만요 그러시군요 그렇게 하는 게 좋겠네요 네 괜찮아요 그러시군요 예 계속 얘기하셔도 돼요 아 예 반갑습니다 예 계속 얘기하셔도 돼요 그럼요 당연하죠,0.9992,1,FP,0,0,0,0,0,0,0,0,289,1.04,,,
hf(frozen),text,synth_hb_114,synth-hard-benign,배송,0,천천히 얘기해 주셔도 돼요 궁금하신 점 있으면 언제든 문의 주세요 급하게 안 하셔도 되니 편하실 때 확인하세요 송장 번호는 문자로도 보내드릴게요 저도 그렇게 생각했어요 부재중이시면 경비실에 맡겨 드릴까요 예예 듣고 있어요 예 계속 얘기하셔도 돼요 잠시만요 그렇게 하는 게 좋겠네요 네 여보세요 저도 그렇게 생각했어요 예 계속 얘기하셔도 돼요 그러셨어요 예 계속 얘기하셔도 돼요 아 예 알겠어요 그러셨어요 저도 그렇게 생각했어요 저도 그렇게 생각했어요 그러시군요 그러셨어요 그러시군요 아 그렇죠 예예 듣고 있어요 네 괜찮아요 네 여보세요 아 그런 일이 있으셨구나 네 여보세요 아 그런 일이 있으셨구나 잠시만요 천천히 얘기해 주셔도 돼요 예예 듣고 있어요 그러시군요 아 예 반갑습니다 네 괜찮아요 그러셨어요 그러시군요 아 그런 일이 있으셨구나 아 그런 일이 있으셨구나 네 맞아요 그럼요 당연하죠 아 그렇죠 그러셨어요 아 예 시간 괜찮아요 잠시만요 네 여보세요 음 그러네요 예예 듣고 있어요 아 네 그 부분은 이해했어요 아 예 시간 괜찮아요 네 괜찮아요 아 예 알겠어요 아 예 시간 괜찮아요 예 한번 볼게요 잠시만요 아 예 반갑습니다 그럼요 당연하죠 예예 듣고 있어요 아 그렇죠 아 그렇죠 네 괜찮아요 예예 듣고 있어요 네 맞아요 아 그런 일이 있으셨구나 아 예 반갑습니다 음 그러네요 아 네 그 부분은 이해했어요 아 예 알겠어요 그럼요 당연하죠 네 맞아요 예 계속 얘기하셔도 돼요 아 예 시간 괜찮아요 그렇게 하는 게 좋겠네요,0.9993,1,FP,0,0,0,0,0,0,0,0,203,0.49,,,
cnn_bilstm(frozen),text,fssaud_36627,easy-harm,,1,"네, 군인 2017년 11월 30일 목요일 오후 24시 4분에 지금 친해져 죽어낸에서 전화를 드렸고요. 저는 금융 조사팀의 이 상징 부장이라고 합니다. 고행기사 대출하신 상처는 5,000만 원, 겨울 수 60개월, 군인이 9,7%, 월라비금에 7,738,738,741 원. 비주언대출의 고객님의 5,000만 원으로 사용 조치를 해드리고고요. 금융은 7,738,738, 1,749, 정도 이낙아 된 금융으로 이제 주질디라시는데 연세금융은 동일하게 18,949,놈이라시고요. 만약에 오늘 금융은 6시 이전에 모든 리처리가 마무리되지 않고 또다시 어떤 상황이 발생한다면 그 부분에 대해서는 주시키사 친해져 죽어낸해서 모든 책임을 실 것이며 만약 대출금 지급이 커져되지 그 부분에 대해서는 제가 제 3,000으로 제가 직접 대출을 받아서 고객님한테 고척만한 성공을 해드리겠습니다. 이 부분에 대해서는 저희가 약속을 해드릴 수가 있고요. 제가 이 부분에 대해서는 그렇죠. 네, 네, 네. 네, 네. 부분에 대해서는 제가 정말 죄송하게 생각을 드리고요. 물론 누군가가 잘못을 했기 때문에 이런 상황이 발생이 됐을 겁니다. 그때 누구대의 자잘 못을 따지기 보다는 서로에게 좋던 다음 방향으로 리처를 하는 게 서로에게 좋기 때문에 최선에 방법이라고 생각을 할 만지고 제가 고부를 내세여서 제안을 해드렸다고고요. 더 이상 문제는 있는 건 없으니까 이제는 마음 편이 이 시어도 될 것 같습니다. 죄송합니다. 저희는 현실과 촬영했습니다.oses 얼마나 굴� Boulderleeей 아닙니다. 포VI Cory",0.9971,1,TP,0,0,0,0,0,0,0,0,179,3.35,,,
cnn_bilstm(frozen),text,fssaud_18322,easy-harm,,1,"제가 지금 몇 가지만 그럼 질문 드리고 사건 본론 말씀드릴게요. 네. 자 본인 혹시 수원 씨의 8달고에 거주하던 40살 남성입니다. 김태환 아시는 분이십니까? 아니요. 전혀 모르세요. 네. 자 그럼 최근 2, 3년 사이에 본인 개인정보가 담긴 물품을 분실하시거나 돈 한당 하신 적 있으십니까? 아니요. 아 따로 없으시고요. 네. 자 그럼 본인 혹시 SNS나 이메일 좀 자주 이용하시는 편이세요? 네. 뭐 이런 출통에서 해킹이나 해외 로그인 같은 것 시도 뭐 당하신 적? 없어요. 자 그럼 혹시 뭐 해외나 좀 해외를 자주 내방하시는 편이세요? 아니요. 없으시고요. 자 그럼 중고나라나 옥션 같은 인터넷 포털 사이트 좀 자주 이용하시는 편이세요? 그럼 계정만 만들어 놓고 직접 거래 한 적은 없어요. 뭐 사용은 안 하시고. 네. 더 이용하시면서 해킹 당하신 적은 없으시고요 따로. 네. 자 일단 이러한 상황이 있기 때문에 제가 지금부터 본인께서 사용하시는 금융권 상호와 용도에 대해서만 좀 진술 받을 건데 다시 한 번 말씀드리 지만 본인 계좌번호나 비밀번호 이런 개인정보에 관한 건 절대 말씀 하시면 안 되시고요. 네. 자 그리고 진술하기 앞서서 저희 쪽에 진술하지 않는 내용이 한해서 본인 에 추가적인 통장이 발견이 됐을 때 저희 쪽에서 이제 대포 통장 으로 간주가 되고 동결 처리가 진행될 수 있다는 점 인지해 주시고요. 네. 이해 되셨나요? 네. 자 그럼 첫 번째로 본인께서 사용하시는 금융권 상호에 대해서만 좀 진술 받을 건데 자 어렸을 때 만드시고 사용 안 하셔도 상관 없으시고요. 희망 계좌도 말씀해 주셔야 돼요. 자 본인께서 직접 계절하시고 본인 명의로 돼있는 금융권 상호 첫 번째. 저는 서울중앙지근험 청단검주의 수사1팀 김상수 수사관입니다. 자 당사자 본인 뵙기서에요. 예시의 심리진만 본인 맞으십니까. 본인 혹시 뭐 과거의 금융권이나 핸드폰 대지점 뭐 판매처에서 근무 하신 경험 있으십니까? 아니요. 그냥 없으시고 현재 지검은 어떻게 되십니까? 무지개인데요. 현재는 뭐 무지개시고 어디 뭐 학생이십니까? 자, 알겠습니다. 본인 수원식 8달구에 거주했던 40살 남성 김태환 전이 모르십니까? 네, 몰라요. 그럼 최근 3년 사이에 본인 개인 정보가 담긴 물품 분실하신 적 전이 없으십니까?",1.0,1,TP,0,0,0,0,0,0,0,0,296,4.05,,,
cnn_bilstm(frozen),text,synth_hh_120,synth-hard-harm,환급사칭,1,그러셨어요 환급 대상이신데 아직 안 찾아가셨더라고요 네 여보세요 저도 그렇게 생각했어요 예 계속 얘기하셔도 돼요 예 계속 얘기하셔도 돼요 기한 지나면 못 받으시니까 아까워서 알려드리는 거예요 아 예 알겠어요 제가 도와드리면 오래 안 걸리고 받으실 수 있어요 고객님만 조용히 진행하시면 문제없어요 그러시군요 그럼요 당연하죠 아 그런 일이 있으셨구나 예 한번 볼게요 아 네 그 부분은 이해했어요 아 예 반갑습니다 아 네 그 부분은 이해했어요 그러시군요 아 그런 일이 있으셨구나 예예 듣고 있어요 천천히 얘기해 주셔도 돼요 천천히 얘기해 주셔도 돼요 예 계속 얘기하셔도 돼요 잠시만요 아 예 알겠어요 아 그런 일이 있으셨구나 네 맞아요 네 괜찮아요 아 그렇죠 그러시군요 그럼요 당연하죠 네 여보세요 그렇게 하는 게 좋겠네요 네 괜찮아요 아 네 그 부분은 이해했어요 그렇게 하는 게 좋겠네요 저도 그렇게 생각했어요 아 그런 일이 있으셨구나 잠시만요 그러시군요 네 괜찮아요 예 계속 얘기하셔도 돼요 예 계속 얘기하셔도 돼요 네 여보세요 잠시만요 천천히 얘기해 주셔도 돼요 저도 그렇게 생각했어요 그렇게 하는 게 좋겠네요 아 예 반갑습니다 네 여보세요 예 한번 볼게요 아 예 알겠어요 저도 그렇게 생각했어요 저도 그렇게 생각했어요 아 그렇죠 아 예 시간 괜찮아요 네 맞아요 그럼요 당연하죠 그러셨어요 네 괜찮아요 그렇게 하는 게 좋겠네요 네 맞아요 그럼요 당연하죠 천천히 얘기해 주셔도 돼요,1.0,1,TP,0,0,0,0,0,0,0,0,193,0.0,,,
cnn_bilstm(frozen),text,emotion_dialog_04506,easy-benign,,0,[AI-Hub transcript redacted — rebuild per docs/DATA_ACCESS.md],0.0001,0,TN,0,0,0,0,0,0,0,0,261,0.77,,,
cnn_bilstm(frozen),text,synth_hb_41,synth-hard-benign,은행,0,고객님 안녕하세요 은행 상담센터입니다 궁금하신 거 있으면 언제든 물어보세요 아 그런 일이 있으셨구나 계좌 이체 한도는 원하시는 대로 조정 가능하세요 본인 인증만 한 번 하시면 바로 처리돼요 네 여보세요 예 한번 볼게요 천천히 얘기해 주셔도 돼요 그러시군요 예예 듣고 있어요 예예 듣고 있어요 그러셨어요 그러시군요 음 그러네요 아 예 시간 괜찮아요 네 여보세요 아 그렇죠 네 맞아요 아 그렇죠 예 계속 얘기하셔도 돼요 네 여보세요 아 예 반갑습니다 천천히 얘기해 주셔도 돼요 그럼요 당연하죠 아 예 알겠어요 네 맞아요 아 그렇죠 음 그러네요 아 예 반갑습니다 아 네 그 부분은 이해했어요 예예 듣고 있어요 천천히 얘기해 주셔도 돼요 네 여보세요 아 그렇죠 아 네 그 부분은 이해했어요 아 네 그 부분은 이해했어요 네 여보세요 아 예 알겠어요 그렇게 하는 게 좋겠네요 예 한번 볼게요 아 그렇죠 아 네 그 부분은 이해했어요 저도 그렇게 생각했어요 예 계속 얘기하셔도 돼요 아 예 알겠어요 그러셨어요 아 그렇죠 음 그러네요 예 한번 볼게요 예 한번 볼게요 그러시군요 아 네 그 부분은 이해했어요 예 한번 볼게요 그렇게 하는 게 좋겠네요 아 예 알겠어요 아 예 반갑습니다 음 그러네요 그러시군요 음 그러네요 아 예 반갑습니다 아 예 반갑습니다 아 예 시간 괜찮아요 예 계속 얘기하셔도 돼요 그렇게 하는 게 좋겠네요 아 예 반갑습니다,1.0,1,FP,0,0,0,0,0,0,0,0,197,3.05,,,
cnn_bilstm(frozen),text,synth_hh_56,synth-hard-harm,대출사칭,1,이 조건은 자리가 몇 개 안 남아서 서두르시는 게 좋아요 그럼요 당연하죠 예 계속 얘기하셔도 돼요 예 계속 얘기하셔도 돼요 낮은 금리로 갈아탈 수 있는 좋은 건이 하나 나와서요 제가 끝까지 챙겨드릴 테니까 편하게 맡기세요 화면에 나오는 번호 몇 자리만 확인해 주시면 진행돼요 예 한번 볼게요 네 괜찮아요 아 그런 일이 있으셨구나 음 그러네요 아 예 시간 괜찮아요 아 예 반갑습니다 그러셨어요 천천히 얘기해 주셔도 돼요 네 맞아요 음 그러네요 그러시군요 아 그렇죠 예 계속 얘기하셔도 돼요 그러셨어요 그러셨어요 그러셨어요 그러시군요 예 계속 얘기하셔도 돼요 예예 듣고 있어요 네 맞아요 잠시만요 잠시만요 아 예 반갑습니다 그러시군요 네 괜찮아요 그럼요 당연하죠 잠시만요 네 괜찮아요 그럼요 당연하죠 음 그러네요 저도 그렇게 생각했어요 아 그렇죠 천천히 얘기해 주셔도 돼요 아 그런 일이 있으셨구나 예 한번 볼게요 네 여보세요 아 예 시간 괜찮아요 그럼요 당연하죠 그럼요 당연하죠 저도 그렇게 생각했어요 아 그런 일이 있으셨구나 네 맞아요 예예 듣고 있어요 음 그러네요 아 예 반갑습니다 천천히 얘기해 주셔도 돼요 그러셨어요 아 예 시간 괜찮아요 저도 그렇게 생각했어요 그러시군요 예 한번 볼게요 음 그러네요 그렇게 하는 게 좋겠네요 예 계속 얘기하셔도 돼요 천천히 얘기해 주셔도 돼요 네 여보세요 네 맞아요 아 그렇죠 아 예 시간 괜찮아요 아 그렇죠 아 네 그 부분은 이해했어요 네 맞아요 네 괜찮아요 그럼요 당연하죠 그럼요 당연하죠 아 예 알겠어요 아 그렇죠 음 그러네요 네 맞아요 그렇게 하는 게 좋겠네요 그렇게 하는 게 좋겠네요 아 네 그 부분은 이해했어요 네 맞아요 아 예 알겠어요 예 한번 볼게요 네 괜찮아요 아 그런 일이 있으셨구나 저도 그렇게 생각했어요 예 한번 볼게요 잠시만요 네 여보세요 그러시군요 잠시만요 예 한번 볼게요 아 예 반갑습니다 그러시군요 그렇게 하는 게 좋겠네요 네 여보세요 네 맞아요 저도 그렇게 생각했어요 저도 그렇게 생각했어요 저도 그렇게 생각했어요,1.0,1,TP,0,0,0,0,0,0,0,0,276,0.0,,,
